Time,Input,MACD,Signal,Histogram
2018-07-05T01:00:00,1076.699,,,
2018-07-05T05:00:00,1072.300,,,
2018-07-05T09:00:00,1071.913,,,
2018-07-05T13:00:00,1074.976,,,
2018-07-05T17:00:00,1075.306,,,
2018-07-05T21:00:00,1074.890,,,
2018-07-06T01:00:00,1073.795,,,
2018-07-06T05:00:00,1071.704,,,
2018-07-06T09:00:00,1068.880,,,
2018-07-06T13:00:00,1068.896,,,
2018-07-06T17:00:00,1068.356,,,
2018-07-08T21:00:00,1069.159,,,
2018-07-09T01:00:00,1070.426,,,
2018-07-09T05:00:00,1071.737,,,
2018-07-09T09:00:00,1072.604,,,
2018-07-09T13:00:00,1071.948,,,
2018-07-09T17:00:00,1070.520,,,
2018-07-09T21:00:00,1069.932,,,
2018-07-10T01:00:00,1072.330,,,
2018-07-10T05:00:00,1068.245,,,
2018-07-10T09:00:00,1070.531,,,
2018-07-10T13:00:00,1069.196,,,
2018-07-10T17:00:00,1069.310,,,
2018-07-10T21:00:00,1068.930,,,
2018-07-11T01:00:00,1066.900,,,
2018-07-11T05:00:00,1068.528,-1.4530162493524585,-1.4530162493524585,0
2018-07-11T09:00:00,1065.494,-1.6489429689222561,-1.492201593266418,-0.156741375655838
2018-07-11T13:00:00,1064.324,-1.872189743783565,-1.5681992233698474,-0.30399052041371766
2018-07-11T17:00:00,1063.855,-2.0618303859007483,-1.6669254558760276,-0.3949049300247207
2018-07-11T21:00:00,1063.636,-2.2041647489238585,-1.7743733144855938,-0.42979143443826473
2018-07-12T01:00:00,1065.416,-2.157778288425561,-1.8510543092735872,-0.306723979151974
2018-07-12T05:00:00,1066.739,-1.9978069281139597,-1.8804048330416616,-0.11740209507229804
2018-07-12T09:00:00,1066.498,-1.867629118127752,-1.8778496900588797,0.010220571931127687
2018-07-12T13:00:00,1067.310,-1.683365987446905,-1.8389529495364847,0.15558696208957978
2018-07-12T17:00:00,1068.431,-1.435476233590407,-1.7582576063472692,0.32278137275686225
2018-07-12T21:00:00,1068.590,-1.212498806992926,-1.6491058464764006,0.4366070394834747
2018-07-13T01:00:00,1067.914,-1.074242193751843,-1.534133115931489,0.4598909221796461
2018-07-13T05:00:00,1067.324,-0.997702706911241,-1.4268470341274395,0.42914432721619855
2018-07-13T09:00:00,1067.694,-0.8985493799302731,-1.3211875032880063,0.4226381233577332
2018-07-13T13:00:00,1064.024,-1.085731396067331,-1.2740962818438712,0.18836488577654031
2018-07-13T17:00:00,1062.126,-1.3630387780492583,-1.2918847810849488,-0.07115399696430957
2018-07-15T21:00:00,1063.352,-1.4737875208793412,-1.3282653290438273,-0.14552219183551385
2018-07-16T01:00:00,1064.558,-1.4538336103198617,-1.353378985299034,-0.10045462502082758
2018-07-16T05:00:00,1063.502,-1.500989220026213,-1.38290103224447,-0.11808818778174301
2018-07-16T09:00:00,1060.662,-1.7341791894325524,-1.4531566636820865,-0.28102252575046593
2018-07-16T13:00:00,1058.488,-2.0610652869970636,-1.5747383883450818,-0.48632689865198175
2018-07-16T17:00:00,1059.596,-2.211792496728549,-1.7021492100217752,-0.5096432867067737
2018-07-16T21:00:00,1058.588,-2.381019099791729,-1.837923187975766,-0.5430959118159628
2018-07-17T01:00:00,1059.347,-2.4303620515775037,-1.9564109606961135,-0.4739510908813902
2018-07-17T05:00:00,1060.088,-2.3862413743388515,-2.0423770434246613,-0.3438643309141902
2018-07-17T09:00:00,1059.406,-2.3758562763985083,-2.109072890019431,-0.2667833863790774
2018-07-17T13:00:00,1052.733,-2.841437610033381,-2.2555458340222208,-0.5858917760111604
2018-07-17T17:00:00,1053.361,-3.128434760491018,-2.4301236193159803,-0.6983111411750378
2018-07-17T21:00:00,1053.314,-3.3224163789830072,-2.6085821712493855,-0.7138342077336217
2018-07-18T01:00:00,1054.057,-3.381832242258497,-2.7632321854512076,-0.6186000568072894
2018-07-18T05:00:00,1051.982,-3.5461273520336363,-2.9198112187676935,-0.6263161332659428
2018-07-18T09:00:00,1054.160,-3.472060449383889,-3.0302610648909325,-0.44179938449295664
2018-07-18T13:00:00,1052.724,-3.4824646671199844,-3.1207017853367427,-0.3617628817832417
2018-07-18T17:00:00,1054.669,-3.30559225580987,-3.157679879431368,-0.14791237637850196
2018-07-18T21:00:00,1053.258,-3.235163409539382,-3.1731765854529708,-0.06198682408641121
2018-07-19T01:00:00,1051.626,-3.2657931408018612,-3.1916998965227488,-0.07409324427911246
2018-07-19T05:00:00,1049.314,-3.4265355941729467,-3.2386670360527883,-0.18786855812015846
2018-07-19T09:00:00,1047.962,-3.6157708227017338,-3.314087793382577,-0.3016830293191566
2018-07-19T13:00:00,1048.036,-3.718329599377057,-3.3949361545814734,-0.32339344479558374
2018-07-19T17:00:00,1050.722,-3.555685229544906,-3.42708596957416,-0.12859925997074617
2018-07-19T21:00:00,1048.610,-3.54620463493211,-3.45090970264575,-0.0952949322863601
